id,name,age,ova,bov,pot,growth,a/w,d/w,value,total_stats,base_stats,composure,stamina,strength,power,reactions
173401,A. Vanins,39,60,60,60,0,Medium,Medium,20000.0,1050,330,56.0,35,65,213,56
173426,S. Mignolet,32,81,81,81,0,Medium,Medium,11000000.0,1287,448,61.0,31,72,245,74
173432,H. Moreno,32,77,77,77,0,Medium,Medium,0.0,1841,384,75.0,64,72,316,76
173434,P. Barrera,33,70,70,70,0,Medium,Low,1100000.0,1828,387,68.0,60,69,331,65
173436,N. Dyer,32,69,69,69,0,High,Medium,825000.0,1765,369,67.0,61,47,314,66
173474,Z. Junuzović,32,76,76,76,0,High,High,6000000.0,2131,436,79.0,90,61,379,71
173518,T. Clarke,32,67,67,67,0,Medium,High,500000.0,1444,302,56.0,65,78,311,62
173521,Marcano,33,81,81,81,0,Medium,Medium,8500000.0,1811,390,72.0,71,75,344,80
173530,S. Aluko,31,65,67,65,0,Medium,Low,475000.0,1719,358,60.0,31,57,268,60
173531,B. Amos,30,67,67,67,0,Medium,Medium,525000.0,1139,383,63.0,25,62,212,62
173533,D. Button,31,68,68,68,0,Medium,Medium,575000.0,1148,388,61.0,35,40,195,64
173538,M. Randall,28,61,60,61,0,Medium,Low,250000.0,1566,337,67.0,63,60,249,62
173546,J. Tomkins,31,76,76,76,0,Medium,Medium,5500000.0,1578,331,74.0,55,80,280,77
173608,Joselu,30,76,76,76,0,Medium,Medium,7500000.0,1795,372,66.0,65,76,366,77
173614,J. Pearce,32,68,68,68,0,Medium,High,575000.0,1450,303,58.0,74,82,299,66
173660,P. Caddis,32,63,63,63,0,Medium,Medium,230000.0,1816,369,62.0,69,66,344,55
173665,L. Kerry,31,56,56,56,0,Medium,High,80000.0,1614,340,56.0,68,58,300,54
173666,N. Law,32,64,65,64,0,Medium,Medium,350000.0,1793,371,64.0,84,63,340,65
173671,K. McFadzean,33,67,67,67,0,Medium,High,350000.0,1427,311,48.0,64,82,297,60
173673,S. Quinn,34,67,67,67,0,Medium,Medium,300000.0,1866,377,70.0,71,60,341,65
173695,M. Reynolds,33,63,63,63,0,Low,High,170000.0,1477,315,63.0,60,71,249,61
173703,R. Williams,29,72,71,72,0,Medium,Medium,2400000.0,1770,385,73.0,74,82,348,70
173731,G. Bale,30,83,83,83,0,Medium,Medium,24500000.0,2213,465,85.0,69,77,405,79
173735,N. Taylor,31,70,70,70,0,Medium,High,1300000.0,1789,372,67.0,67,62,298,66
173752,C. Gunter,29,67,67,67,0,Medium,High,625000.0,1726,367,50.0,89,64,307,63
173771,L. Piszczek,35,80,80,80,0,High,Medium,4500000.0,2118,445,82.0,72,78,379,82
173796,De Lucas,33,65,65,65,0,Medium,Medium,325000.0,1759,367,56.0,65,60,308,64
173818,Adrián López,32,75,76,75,0,Medium,Low,5500000.0,1840,383,66.0,49,68,335,74
173836,L. Alessandra,31,62,63,62,0,High,Medium,275000.0,1671,350,57.0,80,64,335,66
173857,M. Andújar,36,73,73,73,0,Medium,Medium,675000.0,1184,400,60.0,38,70,235,69
173859,S. Baldock,31,67,67,67,0,High,High,675000.0,1745,363,62.0,78,57,324,67
173891,L. Akins,31,65,65,65,0,Medium,High,475000.0,1845,399,50.0,82,80,365,61
173909,K. Boateng,33,78,78,78,0,High,Medium,6500000.0,2109,438,82.0,53,82,375,72
174379,G. Castro,35,75,76,75,0,High,Low,2900000.0,1942,399,78.0,38,62,324,75
174543,C. Bravo,37,77,77,77,0,Medium,Medium,900000.0,1471,445,64.0,39,69,269,72
174547,J. Rojas,36,69,69,69,0,Medium,Medium,210000.0,1692,348,70.0,53,71,295,69
174549,M. Fernández,34,73,73,73,0,Medium,Medium,1900000.0,1946,403,69.0,63,65,345,66
174669,K. Mączyński,33,68,68,68,0,High,Medium,425000.0,1847,379,68.0,73,63,343,68
174808,J. Kébé,30,66,67,66,0,Medium,Low,600000.0,1670,364,61.0,67,65,300,63
175092,M. Figueroa,37,69,69,69,0,Medium,Medium,210000.0,1809,368,66.0,60,74,351,65
175105,W. Palacios,29,65,71,65,0,Medium,Medium,475000.0,1896,387,61.0,34,73,312,75
175141,D. Ovono,35,65,64,65,0,Medium,Medium,130000.0,1116,374,60.0,24,71,195,60
175254,F. Caicedo,31,78,78,78,0,High,Medium,9500000.0,1968,419,70.0,59,91,377,78
175314,K. McDonald,31,71,71,71,0,Low,Medium,1800000.0,1796,380,78.0,60,76,334,69
175316,L. Stevenson,32,65,65,65,0,Medium,High,325000.0,1710,362,57.0,72,63,301,63
175379,Pedro León,33,79,79,79,0,Medium,Low,7500000.0,1963,403,71.0,59,62,319,77
175389,D. Oliech,29,68,68,68,0,Medium,Low,1000000.0,1755,383,61.0,77,74,362,56
175391,Mateus,35,72,72,72,0,Medium,Low,1400000.0,1857,395,71.0,55,65,339,71
175393,J. Arce,35,68,68,68,0,Medium,Low,400000.0,1692,345,65.0,71,40,294,64
175608,A. Fathi,35,70,70,70,0,Medium,High,0.0,1869,398,65.0,74,74,344,67
175613,J. Choplin,34,68,68,68,0,Low,Medium,325000.0,1607,344,66.0,74,78,345,62
175688,J. Taylor,32,64,63,64,0,Medium,Medium,250000.0,1525,333,51.0,53,71,265,60
175753,C. Bolaños,36,68,68,68,0,High,Medium,300000.0,1751,360,72.0,62,55,317,70
175789,B. Bjarnason,32,68,69,68,0,High,High,675000.0,1900,404,74.0,83,71,372,72
175792,Elvis,20,66,66,75,9,Medium,Medium,1400000.0,1585,341,61.0,55,49,273,73
175895,V. Odjidja-Ofoe,31,76,76,76,0,High,Medium,6500000.0,2060,435,84.0,81,80,377,68
175897,S. Ujkani,31,69,69,69,0,Medium,Medium,675000.0,1125,389,50.0,21,59,220,60
175932,R. De Laet,31,73,73,73,0,Medium,High,3000000.0,1820,397,75.0,74,74,331,68
175941,J. Horn,33,65,65,65,0,Medium,High,250000.0,1469,320,63.0,61,80,306,63
175943,D. Mertens,33,85,85,85,0,High,Low,24000000.0,2023,423,81.0,70,37,326,86
175962,N. Bungert,31,73,72,73,0,Low,Medium,2700000.0,1557,321,73.0,32,68,260,74
175964,S. Dum,28,62,64,62,0,High,Medium,220000.0,1764,383,61.0,65,76,318,56
175996,D. Halfar,29,70,69,70,0,Medium,Medium,1700000.0,1778,364,68.0,63,54,308,70
176007,H. Kage,29,68,68,68,0,Medium,Low,875000.0,1867,389,72.0,63,67,348,66
176009,S. Kums,32,75,75,75,0,Medium,High,5000000.0,2030,414,80.0,74,62,346,73
176029,Hélder Barbosa,33,69,70,69,0,High,Low,650000.0,1871,385,72.0,61,57,340,66
176048,K. Kamara,35,73,73,73,0,Medium,Low,1800000.0,1835,390,71.0,76,79,386,73
176061,J. Bornstein,35,67,67,67,0,Low,Medium,220000.0,1802,374,67.0,62,66,325,66
176062,S. Kljestan,34,68,69,68,0,Low,Medium,450000.0,1857,377,72.0,67,66,339,68
176071,D. McCarty,33,72,72,72,0,Medium,High,1500000.0,1854,379,66.0,84,67,332,71
176094,P. Tytoń,33,68,68,68,0,Medium,Medium,475000.0,1153,383,51.0,31,71,231,66
176104,V. Birsa,33,73,73,73,0,Medium,Medium,2400000.0,1916,404,71.0,60,71,358,65
176137,J. Vossen,31,71,71,71,0,High,Medium,2100000.0,1885,382,76.0,72,68,348,70
176209,C. Wilk,31,67,66,67,0,Medium,High,525000.0,1786,372,65.0,55,73,311,64
176211,M. Robak,35,70,69,70,0,High,Low,825000.0,1718,356,72.0,60,83,346,66
176237,J. Altidore,30,74,74,74,0,Medium,Low,5500000.0,1821,384,68.0,62,91,370,69
176240,M. Wynne,31,67,66,67,0,Medium,Medium,525000.0,1789,389,63.0,69,75,349,63
176246,M. Bottani,29,63,67,63,0,Medium,Low,375000.0,1666,359,58.0,75,34,294,65
176266,Lucas Leiva,33,84,84,84,0,Medium,High,15000000.0,2082,434,86.0,80,61,365,82
176285,W. Reid,31,75,75,75,0,Low,High,4900000.0,1624,344,65.0,34,81,308,73
176346,Choi Chul Soon,33,70,70,70,0,Medium,High,800000.0,1882,388,57.0,73,71,327,71
176348,Yeom Ki Hun,37,70,71,70,0,High,Medium,575000.0,1853,375,76.0,61,65,330,64
176376,I. Piatti,35,78,79,78,0,High,Medium,4500000.0,1997,429,81.0,75,74,343,80
176377,D. Tošić,35,72,72,72,0,High,Medium,950000.0,1772,368,64.0,68,81,359,63
176389,Jung Sung Ryong,35,69,69,69,0,Medium,Medium,275000.0,1073,395,52.0,25,41,186,64
176403,Lee Keun Ho,35,69,70,69,0,High,Medium,475000.0,1831,390,70.0,70,78,345,69
176414,Denilson,25,72,72,77,5,Medium,High,1800000.0,1952,413,61.0,74,73,371,70
176475,R. Ovelar,33,72,72,72,0,High,Low,2000000.0,1733,357,67.0,50,79,352,69
176481,M. Erdinç,33,71,71,71,0,High,High,1500000.0,1871,388,72.0,65,74,365,71
176483,D. Chygrynskyi,33,73,73,73,0,Low,Medium,1900000.0,1580,338,72.0,52,85,287,69
176495,Matheus,37,77,77,77,0,High,Medium,3000000.0,1822,406,75.0,69,70,352,78
176509,J. Bava,38,64,64,64,0,Medium,Medium,45000.0,1112,361,57.0,33,59,219,56
176526,L. Burián,36,72,72,72,0,Medium,Medium,525000.0,1263,393,52.0,43,67,251,74
176530,J. Lacourt,28,63,64,63,0,Medium,Medium,325000.0,1638,344,61.0,74,60,280,70
176542,C. Valencia,35,69,69,69,0,High,Medium,475000.0,1762,374,70.0,66,60,324,70
176545,C. Marrugo,33,71,71,71,0,Medium,Low,1400000.0,1812,380,72.0,59,71,298,70
176546,J. Zúñiga,31,73,74,73,0,High,Medium,2600000.0,2048,435,74.0,67,68,353,68
176550,D. Ospina,31,79,79,79,0,Medium,Medium,8000000.0,1195,426,57.0,29,38,212,73
176553,S. Missiroli,34,73,73,73,0,Medium,Medium,1900000.0,1889,394,76.0,68,58,315,75
176571,A. Ayew,30,76,76,76,0,High,Medium,7500000.0,2053,429,74.0,82,70,390,76
176578,D. Djukic,23,58,58,67,9,Medium,Medium,170000.0,1050,323,61.0,39,57,195,66
176580,L. Suárez,33,87,87,87,0,High,Medium,31500000.0,2316,459,85.0,78,85,409,92
176585,I. Pallas,37,66,66,66,0,Low,Medium,130000.0,1510,316,62.0,33,87,292,51
176592,M. Palionis,33,62,62,62,0,Medium,Medium,140000.0,1293,278,58.0,32,90,238,55
176599,M. Franco,36,65,65,65,0,Medium,Medium,190000.0,1704,366,59.0,70,68,312,65
176600,K. Gameiro,33,79,79,79,0,Medium,Medium,8000000.0,2015,424,80.0,69,64,371,79
176608,J. Reina,31,71,71,71,0,Medium,Medium,2100000.0,1832,388,67.0,69,60,337,65
176619,A. Ramos,34,72,72,72,0,Medium,Medium,1600000.0,1885,395,78.0,69,75,377,72
176635,M. Özil,31,82,82,82,0,Medium,Low,19500000.0,1846,380,83.0,62,56,300,81
176657,M. Alonso,35,64,64,64,0,Medium,Medium,210000.0,1622,348,65.0,66,74,317,57
176676,Marcelo,32,83,83,83,0,High,Low,16000000.0,2209,472,82.0,74,76,377,82
176687,A. Beck,33,70,70,70,0,Medium,High,800000.0,1820,378,73.0,70,68,334,65
176693,J. Babin,33,72,72,72,0,Medium,High,1500000.0,1734,350,66.0,82,88,399,71
176717,P. Karlsson,34,71,71,71,0,Low,High,875000.0,1612,345,68.0,69,81,319,67
176731,P. Wernbloom,34,71,72,71,0,Medium,High,900000.0,1815,388,74.0,51,81,324,64
176733,M. Berg,33,76,76,76,0,High,Low,0.0,1843,390,75.0,69,76,372,75
176768,Cleber Santana,34,72,72,72,0,High,Medium,1000000.0,1944,410,61.0,69,76,362,64
176769,Jonas,34,82,81,82,0,Medium,Medium,11500000.0,2000,406,87.0,66,62,361,84
176772,A. Oukidja,31,76,76,76,0,Medium,Medium,4900000.0,1202,415,56.0,35,70,240,68
176790,S. Aigner,32,69,69,69,0,Medium,Medium,825000.0,1835,382,69.0,68,66,340,67
176794,O. Toivonen,33,75,75,75,0,Low,Medium,4200000.0,1907,389,82.0,68,79,355,75
176841,L. Jutkiewicz,31,72,72,72,0,High,Medium,2800000.0,1803,379,67.0,70,91,389,73
176849,P. Gibaud,32,68,68,68,0,Medium,Medium,550000.0,1703,361,65.0,78,74,341,61
176894,Mossoró,36,74,74,74,0,High,Medium,1900000.0,1959,394,76.0,59,47,330,72
176895,M. Pinto,36,68,68,68,0,Medium,Medium,150000.0,1317,387,67.0,36,68,243,72
176902,L. Figueroa,37,64,66,64,0,High,High,150000.0,1762,360,59.0,48,67,314,59
176915,A. Fernández,34,75,75,75,0,Medium,Medium,3200000.0,2002,423,79.0,67,68,345,62
176919,N. Guzmán,34,79,79,79,0,Medium,Medium,5500000.0,1403,439,65.0,38,82,257,78
176922,F. Assmann,34,64,64,64,0,Medium,Medium,200000.0,1077,370,25.0,35,41,201,57
176930,M. Díaz,33,79,79,79,0,Medium,High,6000000.0,2065,428,76.0,84,68,380,76
176941,A. Rooney,31,62,62,62,0,Medium,Low,275000.0,1573,328,62.0,66,76,331,60
176942,M. Lustig,33,70,70,70,0,Medium,High,800000.0,1767,375,78.0,71,74,329,66
176944,M. Fellaini,32,75,79,75,0,Medium,Medium,5000000.0,2032,412,75.0,82,90,394,81
176949,B. Ruíz,31,76,77,76,0,Medium,Medium,7000000.0,1909,395,80.0,51,67,325,70
176957,Felipe Santana,29,74,74,74,0,Medium,Medium,2500000.0,1595,355,61.0,64,78,328,73
176992,M. Milligan,34,64,64,64,0,Medium,High,170000.0,1748,358,67.0,69,73,328,60
176993,Bojan,29,73,73,73,0,Medium,Low,3900000.0,1758,359,74.0,61,40,290,70
176994,R. Gurtner,33,77,77,77,0,Medium,Medium,4800000.0,1140,425,61.0,38,68,240,74
177003,L. Modrić,34,87,87,87,0,High,Medium,24500000.0,2252,463,92.0,84,58,371,88
177019,F. Lustenberger,32,75,75,75,0,Low,High,4300000.0,1738,368,72.0,72,71,310,77
177035,C. Benítez,26,77,77,80,3,High,Medium,5500000.0,1932,414,61.0,82,80,394,78
177055,V. Elm,34,68,68,68,0,Medium,Medium,325000.0,1743,353,74.0,66,85,372,70
177105,P. Ebert,32,69,69,69,0,Medium,High,800000.0,1921,396,58.0,63,67,343,65
177107,R. Müller,33,63,63,63,0,Medium,Medium,170000.0,1606,345,69.0,68,78,315,62
177129,A. Bodzek,34,70,70,70,0,Low,High,675000.0,1767,355,70.0,67,78,353,69
177134,D. Ba,35,72,72,72,0,High,Medium,1400000.0,1889,393,78.0,62,74,355,72
177137,Nuno Coelho,31,73,73,73,0,Medium,Medium,3000000.0,1780,373,69.0,71,68,330,68
177138,Ilsinho,34,68,69,68,0,Medium,Medium,450000.0,1818,380,68.0,32,71,301,69
177149,B. Jokič,34,73,73,73,0,Medium,Medium,0.0,1954,410,75.0,75,76,360,69
177151,I. Aissati,31,70,70,70,0,High,Medium,1600000.0,1743,365,68.0,70,58,307,69
177156,N. Feldhahn,33,62,62,62,0,Medium,Medium,140000.0,1414,295,62.0,34,78,273,61
177159,F. Johnson,31,75,75,75,0,Medium,Medium,6000000.0,1976,417,70.0,67,60,322,76
177273,J. Domínguez,32,72,72,72,0,High,High,2000000.0,1758,373,58.0,74,72,343,70
177280,T. Reginiussen,34,72,72,72,0,Medium,High,1200000.0,1670,356,72.0,67,84,353,71
177285,R. Vincelot,34,62,62,62,0,Medium,High,120000.0,1607,334,65.0,63,77,304,63
177294,D. Furman,32,66,68,66,0,Medium,High,475000.0,1856,398,67.0,85,71,361,66
177299,A. Gabbarini,34,73,73,73,0,Medium,Medium,1800000.0,1139,402,26.0,32,57,220,67
177315,G. Roberts,36,64,64,64,0,Medium,Medium,150000.0,1654,335,70.0,52,61,279,61
177320,J. Zavala,32,68,68,68,0,Low,High,575000.0,1735,364,64.0,70,82,335,60
177326,M. Valbuena,35,79,79,79,0,High,Medium,5500000.0,1923,390,75.0,61,37,311,74
177358,M. Schneiderlin,30,76,76,76,0,Low,High,6500000.0,1941,405,73.0,75,74,341,74
177373,L. Nielsen,32,68,68,68,0,Medium,High,575000.0,1652,357,61.0,67,80,307,63
177388,D. Payet,33,82,82,82,0,High,Low,13500000.0,2042,424,80.0,70,71,343,80
177389,F. Morais,34,62,62,62,0,Medium,Medium,150000.0,1718,356,64.0,54,61,309,58
177390,H. Medunjanin,35,71,74,71,0,Medium,Medium,750000.0,1943,403,74.0,68,72,361,74
177392,D. Mbokani,34,78,78,78,0,High,Medium,5500000.0,1913,403,86.0,73,76,371,74
177398,I. Iličević,31,73,73,73,0,Medium,Medium,3500000.0,1900,385,73.0,63,51,335,73
177413,A. Witsel,31,84,84,84,0,Medium,Medium,23500000.0,2192,460,92.0,83,84,392,82
177423,T. Dixon,21,55,56,64,9,Medium,Medium,200000.0,1400,287,61.0,38,64,280,51
177448,G. Svensson,33,74,74,74,0,Low,Medium,2700000.0,1758,364,72.0,85,77,348,74
177457,L. Bender,31,82,82,82,0,Medium,High,16000000.0,2023,429,83.0,77,76,373,85
177458,S. Bender,31,81,81,81,0,Medium,High,13000000.0,1871,402,81.0,75,76,362,80
177481,L. Baal,34,71,71,71,0,High,Medium,825000.0,1828,379,70.0,65,70,313,65
177482,M. Coutadeur,34,71,71,71,0,Medium,Medium,900000.0,1971,403,72.0,81,71,363,73
177488,M. Konrad,32,65,66,65,0,Medium,High,350000.0,1724,362,64.0,78,82,350,62
177491,Eduardo da Silva,35,68,68,68,0,Low,Low,400000.0,1712,355,68.0,53,67,318,57
177508,P. Klandt,36,66,66,66,0,Medium,Medium,110000.0,1078,367,44.0,26,62,225,63
177509,M. Benatia,31,86,84,86,0,Medium,High,30000000.0,1803,405,82.0,69,91,335,82
177515,V. Rama,32,65,65,65,0,Medium,Low,425000.0,1602,345,64.0,65,66,325,59
177519,S. Tasci,31,77,76,77,0,Medium,Medium,6000000.0,1787,381,70.0,43,78,300,75
177521,B. Nehrig,33,67,67,67,0,Medium,Medium,375000.0,1812,375,70.0,71,75,343,64
177522,Suso Santana,35,70,70,70,0,High,High,775000.0,1907,409,72.0,75,76,350,66
177525,N. Dirar,34,74,74,74,0,Medium,High,2800000.0,1948,421,76.0,69,75,362,71
177528,A. Matri,34,70,70,70,0,Medium,Low,925000.0,1675,350,77.0,52,75,342,70
177533,Manuel da Costa,34,72,72,72,0,Medium,High,1200000.0,1607,346,55.0,65,83,362,60
177537,N. Bertolo,34,72,72,72,0,High,Low,1600000.0,1822,382,68.0,66,68,329,63
177544,K. Bülow,33,64,65,64,0,Low,Medium,220000.0,1549,318,61.0,65,79,320,66
177553,Vieirinha,34,75,75,75,0,High,Medium,3400000.0,2079,429,72.0,65,54,351,68
177568,A. Raineau,34,65,65,65,0,Medium,Medium,190000.0,1765,358,64.0,73,70,335,62
177569,J. de Guzmán,31,72,73,72,0,High,Medium,2700000.0,1978,411,69.0,65,64,362,72
177578,S. Prödl,33,72,72,72,0,Low,High,1500000.0,1405,301,68.0,31,89,230,66
177589,A. Sgrigna,34,65,68,65,0,High,Low,275000.0,1666,342,61.0,55,65,297,68
177600,Beñat,32,80,80,80,0,Low,Medium,11000000.0,2072,419,73.0,74,69,366,76
177604,Nacho Monreal,34,80,80,80,0,Medium,Medium,5000000.0,2009,422,76.0,67,64,340,82
177605,Jon Erice,32,68,68,68,0,Low,High,575000.0,1767,364,69.0,72,67,320,67
177610,Javi Martínez,31,81,82,81,0,Low,Medium,13500000.0,1884,388,78.0,67,83,369,83
177618,J. Wright,30,63,63,63,0,Medium,Medium,350000.0,1801,379,62.0,79,70,331,61
177621,F. Rodríguez,31,71,71,71,0,Medium,Medium,1500000.0,1200,404,42.0,25,70,232,69
177633,Ángel,33,79,79,79,0,High,Medium,8000000.0,1875,397,70.0,59,68,361,81
177635,B. Trémoulinas,30,81,81,81,0,High,Medium,11500000.0,2136,450,76.0,87,63,363,82
177643,M. Diakité,30,69,68,69,0,Medium,High,775000.0,1536,335,65.0,53,90,351,65
177644,Kiko Casilla,33,74,74,74,0,Medium,Medium,3000000.0,1321,412,60.0,40,76,252,72
177649,Rafinha,31,72,73,72,0,High,Medium,1700000.0,1935,402,61.0,64,68,337,69
177666,M. Harnik,33,71,71,71,0,High,Medium,1500000.0,1901,391,75.0,75,75,380,70
177679,D. Vržogić,29,61,61,61,0,Medium,Medium,210000.0,1663,347,62.0,62,57,287,60
177683,Y. Sommer,31,86,86,86,0,Medium,Medium,28500000.0,1366,474,57.0,45,68,262,84
177684,S. Grippo,31,68,68,68,0,Low,Medium,675000.0,1776,371,60.0,71,85,378,62
177692,M. Jones,32,63,66,63,0,Medium,High,275000.0,1788,387,56.0,82,68,370,61
177705,Mackay,33,66,66,66,0,Medium,Medium,350000.0,1192,380,52.0,25,58,226,65
177712,K. Monnet-Paquet B,31,72,72,72,0,Medium,High,2700000.0,1898,404,68.0,74,71,351,70
177723,Fabricio,32,74,74,74,0,Medium,Medium,3400000.0,1313,420,56.0,40,53,232,72
177765,P. Cissé,34,76,76,76,0,Medium,Low,4100000.0,1876,385,74.0,69,70,363,79
177766,G. Bong,32,73,73,73,0,High,High,2500000.0,1796,384,68.0,65,73,320,72
177790,A. Jędrzejczyk,32,72,72,72,0,Medium,Medium,2000000.0,1793,389,63.0,75,84,348,65
177802,M. Costanzo,31,66,66,66,0,High,Medium,550000.0,1815,364,62.0,56,56,311,65
177803,D. Paponi,28,68,67,68,0,Medium,Medium,875000.0,1697,348,70.0,76,68,351,66
177820,Cristian,31,73,74,73,0,Medium,Low,2000000.0,2016,431,61.0,84,75,370,72
177896,M. Vrančić,31,72,72,72,0,Medium,Medium,2700000.0,1906,397,73.0,72,72,348,72
177912,M. Lekven,32,64,64,64,0,Medium,Medium,350000.0,1797,367,72.0,80,69,345,60
177922,K. Grosicki,32,74,74,74,0,Medium,Low,4400000.0,1891,396,68.0,63,66,330,70
177934,S. Sam,32,69,69,69,0,Medium,Low,825000.0,1810,368,67.0,65,52,319,68
177937,Chico Flores,33,67,67,67,0,High,High,350000.0,1557,339,73.0,66,79,310,63
177974,A. Aguilar,34,74,74,74,0,Medium,High,2200000.0,1839,379,70.0,70,87,354,73
177981,F. Tissone,31,70,69,70,0,Medium,Medium,1200000.0,1910,394,69.0,67,71,361,67
177983,C. Zapata,33,74,74,74,0,Low,Medium,2700000.0,1532,335,68.0,43,81,292,64
178005,Rui Patrício,32,84,84,84,0,Medium,Medium,19000000.0,1375,461,66.0,45,77,270,79
178007,Miguel Veloso,34,77,77,77,0,Medium,Medium,4300000.0,2049,410,81.0,65,71,364,69
178031,P. Baysse,32,71,71,71,0,Medium,Medium,1500000.0,1724,359,69.0,67,81,322,68
178033,G. Obertan,31,69,69,69,0,Medium,Low,925000.0,1728,380,60.0,63,69,326,59
178036,A. Traoré,28,71,73,71,0,High,Medium,1600000.0,1943,396,56.0,48,59,334,70
178042,A. Costa,33,71,70,71,0,Medium,Medium,1100000.0,1642,354,69.0,65,73,322,70
178051,L. Deaux,31,73,73,73,0,Medium,High,3000000.0,1783,381,70.0,79,79,348,66
178085,Granero,31,79,78,79,0,Medium,Medium,11000000.0,2018,412,71.0,61,66,332,77
178086,Adán,33,80,80,80,0,Medium,Medium,8000000.0,1316,449,63.0,32,77,251,76
178087,Bueno,32,72,72,72,0,Medium,Low,2400000.0,1806,374,71.0,34,56,294,70
178088,Juan Mata,32,79,79,79,0,Medium,Medium,10000000.0,1900,374,85.0,60,34,298,81
178090,D. Biseswar,32,75,75,75,0,Medium,Low,5000000.0,1873,391,74.0,56,63,340,72
178091,S. Okaka,30,75,75,75,0,High,High,6500000.0,1708,373,74.0,64,92,377,70
178111,M. Biševac,33,72,71,72,0,Medium,Medium,1300000.0,1748,364,69.0,56,75,331,64
178115,L. Christodoulopoulos,32,73,73,73,0,Medium,Low,3100000.0,1933,405,71.0,53,71,343,66
178117,A. Rosi,32,70,70,70,0,Medium,Medium,1100000.0,1886,408,74.0,77,74,357,70
178160,T. Mangani,33,75,75,75,0,Medium,Medium,3900000.0,2027,411,76.0,77,70,365,71
178171,Sergio Sánchez,33,71,71,71,0,Medium,Medium,1100000.0,1735,364,70.0,71,72,316,69
178187,C. Kum,34,67,67,67,0,Medium,Medium,275000.0,1624,345,69.0,66,72,315,61
178211,R. Zwinkels,37,65,65,65,0,Medium,Medium,50000.0,1094,362,54.0,31,64,229,62
178213,E. Capoue,31,78,78,78,0,Medium,Medium,8000000.0,2015,419,75.0,77,78,376,78
178224,J. Hernández,32,77,77,77,0,Medium,Low,7000000.0,1856,379,79.0,65,57,347,80
178233,A. Djoum,31,69,69,69,0,Medium,Medium,900000.0,1830,391,59.0,71,73,339,65
178250,P. Diop,34,78,78,78,0,Medium,Medium,4000000.0,1999,405,73.0,73,90,395,75
178251,R. Danzé,31,70,71,70,0,Medium,Medium,1200000.0,1873,395,76.0,61,68,332,66
178253,Ivo,33,75,76,75,0,High,High,3900000.0,1982,412,61.0,90,56,346,70
178255,R. Donk,34,76,76,76,0,Medium,High,2900000.0,1933,424,71.0,91,89,409,68
178264,Nenê,36,68,68,68,0,Medium,Low,325000.0,1662,336,80.0,47,76,351,67
178283,R. Boffin,32,69,69,69,0,Medium,Medium,650000.0,1193,404,56.0,38,70,255,64
178284,L. Nguyen,33,69,72,69,0,Medium,Medium,625000.0,1847,388,74.0,63,60,302,72
178287,S. Arfield,31,70,70,70,0,Medium,High,1500000.0,1948,407,77.0,74,70,346,71
178297,Canella,32,67,67,67,0,Medium,Medium,475000.0,1824,381,67.0,73,75,337,68
178310,S. Iacoponi,33,71,72,71,0,Low,High,1100000.0,1633,358,61.0,84,67,287,75
178311,Éder,33,79,80,79,0,Medium,Low,8000000.0,1972,416,78.0,81,65,351,78
178322,M. Layún,32,75,75,75,0,High,High,4100000.0,2063,436,78.0,88,68,384,73
178323,A. Traoré,31,73,73,73,0,High,Medium,3500000.0,1957,417,71.0,68,70,362,67
178372,B. Ivanović,36,80,80,80,0,High,Medium,3000000.0,1983,416,81.0,78,85,381,76
178393,A. Cerci,31,71,71,71,0,Medium,Low,2100000.0,1828,381,73.0,31,70,311,62
178415,R. Vormer,32,77,77,77,0,High,High,6500000.0,2127,436,79.0,93,73,387,75
178416,J. Lens,32,76,76,76,0,High,Medium,6000000.0,1949,414,72.0,73,80,379,74
178417,C. Mulgrew,34,67,67,67,0,Low,High,275000.0,1820,368,70.0,33,73,306,62
178418,F. Peluso,36,71,71,71,0,Medium,Medium,475000.0,1689,357,71.0,59,72,320,69
178422,César Díaz,33,66,66,66,0,Medium,Medium,400000.0,1755,382,59.0,64,77,349,54
178424,Antunes,33,79,79,79,0,High,Medium,5500000.0,2117,440,72.0,77,65,373,75
178425,G. Vives,36,72,72,72,0,Low,High,975000.0,1883,389,77.0,49,60,306,65
178461,J. Drachmann,32,67,68,67,0,Medium,High,575000.0,1829,387,70.0,83,64,344,71
178470,L. Vitale,32,69,69,69,0,Medium,Medium,825000.0,1963,404,67.0,79,64,364,63
178475,D. Ciofani,33,70,70,70,0,High,Low,1100000.0,1521,326,74.0,56,80,366,72
178509,O. Giroud,33,79,79,79,0,Medium,Medium,8000000.0,1879,378,79.0,54,88,374,81
178510,S. Burrai,32,69,69,69,0,High,Medium,800000.0,1880,390,72.0,76,66,341,65
178518,R. Nainggolan,32,83,85,83,0,High,High,20000000.0,2270,478,84.0,89,75,413,85
178520,A. Piccolo,31,67,69,67,0,High,Medium,675000.0,1673,363,75.0,89,65,338,70
178535,P. Osvaldo,33,72,72,72,0,High,Medium,2000000.0,1739,358,75.0,48,76,342,62
178562,E. Banega,32,83,83,83,0,High,Medium,19500000.0,2161,449,80.0,69,67,349,81
178565,B. Urribarri,33,69,69,69,0,High,Medium,475000.0,1832,380,55.0,85,48,346,63
178566,J. García,32,72,72,72,0,Medium,Medium,1900000.0,1073,397,32.0,31,41,205,62
