age,ova,bov,pot,growth,value,total_stats,base_stats,composure,stamina,strength,power,reactions
33,67,67,67,0,450000.0,1923,396,74.0,66,64,336,64
34,64,64,64,0,240000.0,1661,352,65.0,70,67,345,61
34,67,67,67,0,275000.0,1806,377,66.0,72,71,339,65
31,68,66,68,0,600000.0,1765,378,61.0,76,66,333,65
34,68,68,68,0,325000.0,1601,332,67.0,73,82,312,66
30,67,68,67,0,725000.0,1741,353,70.0,49,34,258,66
32,70,69,70,0,1300000.0,1875,384,77.0,69,66,348,69
33,66,66,66,0,300000.0,1839,384,59.0,65,59,335,65
34,73,73,73,0,1400000.0,1968,418,70.0,89,69,387,69
34,67,67,67,0,325000.0,1133,364,51.0,26,53,210,63
35,69,69,69,0,275000.0,1182,385,47.0,40,62,234,67
33,80,81,80,0,9500000.0,2182,443,82.0,75,85,423,83
31,71,70,71,0,1100000.0,1673,359,70.0,53,76,299,68
30,77,78,77,0,8500000.0,2108,442,82.0,82,66,363,77
36,78,78,78,0,2100000.0,1612,338,73.0,59,82,282,74
35,75,78,75,0,3100000.0,1964,405,84.0,62,64,352,74
37,69,69,69,0,210000.0,1342,295,72.0,32,91,284,58
32,67,67,67,0,500000.0,1644,360,59.0,67,76,310,62
29,77,77,77,0,9000000.0,1802,377,81.0,52,61,341,74
31,76,76,76,0,5500000.0,2163,448,77.0,79,66,384,78
32,81,81,81,0,13500000.0,2157,454,84.0,76,75,383,81
33,75,75,75,0,3100000.0,1811,382,79.0,67,76,331,77
33,78,78,78,0,6000000.0,2107,434,76.0,81,60,359,77
36,77,76,77,0,1800000.0,1843,385,80.0,48,80,333,77
32,75,76,75,0,5000000.0,1999,417,80.0,81,66,341,80
35,75,75,75,0,3100000.0,1808,381,75.0,48,85,354,75
32,61,61,61,0,200000.0,1703,365,57.0,81,82,360,61
31,65,65,65,0,350000.0,1192,370,38.0,43,57,230,67
34,72,72,72,0,1100000.0,1852,394,66.0,73,70,341,72
34,73,73,73,0,1500000.0,1633,329,72.0,43,86,282,67
32,73,73,73,0,3100000.0,1813,382,69.0,70,71,360,72
33,76,76,76,0,4700000.0,1885,412,69.0,70,64,350,71
35,69,69,69,0,325000.0,1606,335,71.0,50,65,299,72
35,61,61,61,0,70000.0,911,321,31.0,19,51,172,49
32,74,74,74,0,3700000.0,1821,380,70.0,69,73,340,65
34,79,79,79,0,6500000.0,2018,405,86.0,80,64,374,81
33,74,73,74,0,3500000.0,1907,397,76.0,74,75,375,72
34,75,75,75,0,3200000.0,2016,393,74.0,61,55,352,69
31,74,74,74,0,4900000.0,1919,395,73.0,64,59,333,68
34,70,70,70,0,775000.0,1133,398,59.0,32,54,191,63
30,64,64,64,0,300000.0,1763,360,61.0,64,60,309,56
32,76,76,76,0,4700000.0,1215,399,54.0,29,80,239,78
31,67,68,67,0,650000.0,1863,388,65.0,73,71,347,64
33,72,74,72,0,1800000.0,2078,428,75.0,88,65,389,74
34,70,71,70,0,675000.0,1657,350,64.0,81,78,337,70
32,69,68,69,0,575000.0,1720,371,68.0,59,71,282,71
31,71,73,71,0,2000000.0,1997,410,63.0,69,77,379,68
34,75,77,75,0,3200000.0,1975,406,74.0,75,73,366,78
32,75,75,75,0,5000000.0,1916,406,71.0,53,71,297,81
33,75,75,75,0,3000000.0,1980,413,66.0,63,64,337,74
30,64,64,64,0,375000.0,1554,321,58.0,79,79,318,61
35,72,72,72,0,950000.0,1371,308,64.0,34,91,253,63
31,71,71,71,0,2100000.0,1916,397,72.0,64,62,338,67
31,73,73,73,0,3400000.0,2028,429,82.0,90,74,370,71
31,80,80,80,0,10500000.0,2199,462,75.0,86,73,390,80
31,73,73,73,0,2600000.0,1114,393,56.0,25,67,209,66
30,69,69,69,0,1000000.0,1742,370,69.0,70,72,347,67
30,76,75,76,0,5500000.0,1549,345,74.0,38,80,298,69
34,71,71,71,0,1200000.0,1796,361,81.0,64,56,313,65
35,73,73,73,0,1800000.0,1892,400,77.0,63,76,356,72
32,62,65,62,0,230000.0,1799,381,63.0,87,69,345,62
33,73,73,73,0,1900000.0,1770,381,69.0,76,74,312,72
33,75,75,75,0,3600000.0,1216,418,58.0,36,79,219,70
29,67,66,67,0,750000.0,1756,373,64.0,75,79,380,62
32,74,74,74,0,4300000.0,1910,391,76.0,64,63,332,74
32,65,65,65,0,425000.0,1656,329,68.0,51,73,315,61
31,72,72,72,0,2700000.0,1838,379,66.0,75,62,348,73
30,62,61,62,0,250000.0,1685,353,61.0,78,76,347,61
33,65,65,65,0,350000.0,1721,357,64.0,65,65,330,64
32,65,67,65,0,400000.0,1672,350,50.0,57,41,253,65
32,72,71,72,0,1800000.0,1455,307,74.0,30,77,275,65
32,70,70,70,0,1100000.0,1275,388,65.0,32,64,224,70
29,70,71,70,0,1300000.0,1858,394,72.0,72,77,381,71
32,69,69,69,0,675000.0,1665,346,60.0,71,80,337,60
28,65,65,65,0,500000.0,1750,366,61.0,70,70,330,63
34,75,75,75,0,2500000.0,1826,378,77.0,52,75,327,78
33,83,83,83,0,12000000.0,2039,426,81.0,72,79,380,82
32,79,79,79,0,8000000.0,1775,389,74.0,67,86,360,77
31,70,70,70,0,1600000.0,1780,362,68.0,40,66,292,70
34,63,63,63,0,180000.0,1719,356,66.0,65,72,312,60
36,74,74,74,0,2000000.0,1733,338,80.0,34,76,326,82
35,72,72,72,0,850000.0,1250,405,66.0,25,81,241,63
33,62,64,62,0,180000.0,1659,361,69.0,73,79,294,56
32,74,74,74,0,3600000.0,1658,351,64.0,63,72,295,75
32,73,73,73,0,3200000.0,1759,370,70.0,68,75,329,69
29,78,78,78,0,10000000.0,2090,442,75.0,79,68,356,76
32,71,72,71,0,1800000.0,2050,426,71.0,90,73,368,75
33,70,70,70,0,1100000.0,1759,377,67.0,85,56,318,60
32,69,71,69,0,800000.0,1918,398,69.0,71,49,301,66
34,73,73,73,0,1900000.0,1927,396,77.0,55,58,305,63
32,71,72,71,0,1800000.0,2021,431,71.0,84,72,369,66
30,71,71,71,0,2200000.0,1928,403,66.0,76,74,356,74
32,69,69,69,0,850000.0,1719,360,70.0,61,70,343,64
31,67,67,67,0,500000.0,1033,354,49.0,18,55,162,65
35,71,71,71,0,650000.0,1227,406,50.0,44,65,245,72
30,81,80,81,0,13000000.0,1656,378,74.0,69,80,330,80
33,71,71,71,0,1100000.0,1862,399,68.0,68,72,336,68
33,78,78,78,0,4700000.0,2071,432,74.0,79,69,353,73
31,84,81,84,0,19500000.0,2179,462,84.0,77,72,377,80
33,78,78,78,0,6500000.0,2046,432,73.0,80,60,344,75
33,78,79,78,0,6500000.0,2091,445,81.0,77,64,352,79
36,65,66,65,0,170000.0,1638,338,76.0,64,73,324,59
34,72,71,72,0,1500000.0,1974,401,77.0,69,65,334,73
33,80,80,80,0,8000000.0,1313,442,62.0,35,75,245,81
39,60,60,60,0,20000.0,1050,330,56.0,35,65,213,56
32,81,81,81,0,11000000.0,1287,448,61.0,31,72,245,74
32,77,77,77,0,0.0,1841,384,75.0,64,72,316,76
33,70,70,70,0,1100000.0,1828,387,68.0,60,69,331,65
32,69,69,69,0,825000.0,1765,369,67.0,61,47,314,66
32,76,76,76,0,6000000.0,2131,436,79.0,90,61,379,71
32,67,67,67,0,500000.0,1444,302,56.0,65,78,311,62
33,81,81,81,0,8500000.0,1811,390,72.0,71,75,344,80
31,65,67,65,0,475000.0,1719,358,60.0,31,57,268,60
30,67,67,67,0,525000.0,1139,383,63.0,25,62,212,62
31,68,68,68,0,575000.0,1148,388,61.0,35,40,195,64
28,61,60,61,0,250000.0,1566,337,67.0,63,60,249,62
31,76,76,76,0,5500000.0,1578,331,74.0,55,80,280,77
30,76,76,76,0,7500000.0,1795,372,66.0,65,76,366,77
32,68,68,68,0,575000.0,1450,303,58.0,74,82,299,66
32,63,63,63,0,230000.0,1816,369,62.0,69,66,344,55
31,56,56,56,0,80000.0,1614,340,56.0,68,58,300,54
32,64,65,64,0,350000.0,1793,371,64.0,84,63,340,65
33,67,67,67,0,350000.0,1427,311,48.0,64,82,297,60
34,67,67,67,0,300000.0,1866,377,70.0,71,60,341,65
33,63,63,63,0,170000.0,1477,315,63.0,60,71,249,61
29,72,71,72,0,2400000.0,1770,385,73.0,74,82,348,70
30,83,83,83,0,24500000.0,2213,465,85.0,69,77,405,79
31,70,70,70,0,1300000.0,1789,372,67.0,67,62,298,66
29,67,67,67,0,625000.0,1726,367,50.0,89,64,307,63
35,80,80,80,0,4500000.0,2118,445,82.0,72,78,379,82
33,65,65,65,0,325000.0,1759,367,56.0,65,60,308,64
32,75,76,75,0,5500000.0,1840,383,66.0,49,68,335,74
31,62,63,62,0,275000.0,1671,350,57.0,80,64,335,66
36,73,73,73,0,675000.0,1184,400,60.0,38,70,235,69
31,67,67,67,0,675000.0,1745,363,62.0,78,57,324,67
31,65,65,65,0,475000.0,1845,399,50.0,82,80,365,61
33,78,78,78,0,6500000.0,2109,438,82.0,53,82,375,72
35,75,76,75,0,2900000.0,1942,399,78.0,38,62,324,75
37,77,77,77,0,900000.0,1471,445,64.0,39,69,269,72
36,69,69,69,0,210000.0,1692,348,70.0,53,71,295,69
34,73,73,73,0,1900000.0,1946,403,69.0,63,65,345,66
33,68,68,68,0,425000.0,1847,379,68.0,73,63,343,68
30,66,67,66,0,600000.0,1670,364,61.0,67,65,300,63
37,69,69,69,0,210000.0,1809,368,66.0,60,74,351,65
29,65,71,65,0,475000.0,1896,387,61.0,34,73,312,75
35,65,64,65,0,130000.0,1116,374,60.0,24,71,195,60
31,78,78,78,0,9500000.0,1968,419,70.0,59,91,377,78
31,71,71,71,0,1800000.0,1796,380,78.0,60,76,334,69
32,65,65,65,0,325000.0,1710,362,57.0,72,63,301,63
33,79,79,79,0,7500000.0,1963,403,71.0,59,62,319,77
29,68,68,68,0,1000000.0,1755,383,61.0,77,74,362,56
35,72,72,72,0,1400000.0,1857,395,71.0,55,65,339,71
35,68,68,68,0,400000.0,1692,345,65.0,71,40,294,64
35,70,70,70,0,0.0,1869,398,65.0,74,74,344,67
34,68,68,68,0,325000.0,1607,344,66.0,74,78,345,62
32,64,63,64,0,250000.0,1525,333,51.0,53,71,265,60
36,68,68,68,0,300000.0,1751,360,72.0,62,55,317,70
32,68,69,68,0,675000.0,1900,404,74.0,83,71,372,72
20,66,66,75,9,1400000.0,1585,341,61.0,55,49,273,73
31,76,76,76,0,6500000.0,2060,435,84.0,81,80,377,68
31,69,69,69,0,675000.0,1125,389,50.0,21,59,220,60
31,73,73,73,0,3000000.0,1820,397,75.0,74,74,331,68
33,65,65,65,0,250000.0,1469,320,63.0,61,80,306,63
33,85,85,85,0,24000000.0,2023,423,81.0,70,37,326,86
31,73,72,73,0,2700000.0,1557,321,73.0,32,68,260,74
28,62,64,62,0,220000.0,1764,383,61.0,65,76,318,56
29,70,69,70,0,1700000.0,1778,364,68.0,63,54,308,70
29,68,68,68,0,875000.0,1867,389,72.0,63,67,348,66
32,75,75,75,0,5000000.0,2030,414,80.0,74,62,346,73
33,69,70,69,0,650000.0,1871,385,72.0,61,57,340,66
35,73,73,73,0,1800000.0,1835,390,71.0,76,79,386,73
35,67,67,67,0,220000.0,1802,374,67.0,62,66,325,66
34,68,69,68,0,450000.0,1857,377,72.0,67,66,339,68
33,72,72,72,0,1500000.0,1854,379,66.0,84,67,332,71
33,68,68,68,0,475000.0,1153,383,51.0,31,71,231,66
33,73,73,73,0,2400000.0,1916,404,71.0,60,71,358,65
31,71,71,71,0,2100000.0,1885,382,76.0,72,68,348,70
31,67,66,67,0,525000.0,1786,372,65.0,55,73,311,64
35,70,69,70,0,825000.0,1718,356,72.0,60,83,346,66
30,74,74,74,0,5500000.0,1821,384,68.0,62,91,370,69
31,67,66,67,0,525000.0,1789,389,63.0,69,75,349,63
29,63,67,63,0,375000.0,1666,359,58.0,75,34,294,65
33,84,84,84,0,15000000.0,2082,434,86.0,80,61,365,82
31,75,75,75,0,4900000.0,1624,344,65.0,34,81,308,73
33,70,70,70,0,800000.0,1882,388,57.0,73,71,327,71
37,70,71,70,0,575000.0,1853,375,76.0,61,65,330,64
35,78,79,78,0,4500000.0,1997,429,81.0,75,74,343,80
35,72,72,72,0,950000.0,1772,368,64.0,68,81,359,63
35,69,69,69,0,275000.0,1073,395,52.0,25,41,186,64
35,69,70,69,0,475000.0,1831,390,70.0,70,78,345,69
25,72,72,77,5,1800000.0,1952,413,61.0,74,73,371,70
33,72,72,72,0,2000000.0,1733,357,67.0,50,79,352,69
33,71,71,71,0,1500000.0,1871,388,72.0,65,74,365,71
33,73,73,73,0,1900000.0,1580,338,72.0,52,85,287,69
37,77,77,77,0,3000000.0,1822,406,75.0,69,70,352,78
38,64,64,64,0,45000.0,1112,361,57.0,33,59,219,56
36,72,72,72,0,525000.0,1263,393,52.0,43,67,251,74
28,63,64,63,0,325000.0,1638,344,61.0,74,60,280,70
35,69,69,69,0,475000.0,1762,374,70.0,66,60,324,70
33,71,71,71,0,1400000.0,1812,380,72.0,59,71,298,70
31,73,74,73,0,2600000.0,2048,435,74.0,67,68,353,68
31,79,79,79,0,8000000.0,1195,426,57.0,29,38,212,73
34,73,73,73,0,1900000.0,1889,394,76.0,68,58,315,75
30,76,76,76,0,7500000.0,2053,429,74.0,82,70,390,76
23,58,58,67,9,170000.0,1050,323,61.0,39,57,195,66
33,87,87,87,0,31500000.0,2316,459,85.0,78,85,409,92
37,66,66,66,0,130000.0,1510,316,62.0,33,87,292,51
33,62,62,62,0,140000.0,1293,278,58.0,32,90,238,55
36,65,65,65,0,190000.0,1704,366,59.0,70,68,312,65
33,79,79,79,0,8000000.0,2015,424,80.0,69,64,371,79
31,71,71,71,0,2100000.0,1832,388,67.0,69,60,337,65
34,72,72,72,0,1600000.0,1885,395,78.0,69,75,377,72
31,82,82,82,0,19500000.0,1846,380,83.0,62,56,300,81
35,64,64,64,0,210000.0,1622,348,65.0,66,74,317,57
32,83,83,83,0,16000000.0,2209,472,82.0,74,76,377,82
33,70,70,70,0,800000.0,1820,378,73.0,70,68,334,65
33,72,72,72,0,1500000.0,1734,350,66.0,82,88,399,71
34,71,71,71,0,875000.0,1612,345,68.0,69,81,319,67
34,71,72,71,0,900000.0,1815,388,74.0,51,81,324,64
33,76,76,76,0,0.0,1843,390,75.0,69,76,372,75
34,72,72,72,0,1000000.0,1944,410,61.0,69,76,362,64
34,82,81,82,0,11500000.0,2000,406,87.0,66,62,361,84
31,76,76,76,0,4900000.0,1202,415,56.0,35,70,240,68
32,69,69,69,0,825000.0,1835,382,69.0,68,66,340,67
33,75,75,75,0,4200000.0,1907,389,82.0,68,79,355,75
31,72,72,72,0,2800000.0,1803,379,67.0,70,91,389,73
32,68,68,68,0,550000.0,1703,361,65.0,78,74,341,61
36,74,74,74,0,1900000.0,1959,394,76.0,59,47,330,72
36,68,68,68,0,150000.0,1317,387,67.0,36,68,243,72
37,64,66,64,0,150000.0,1762,360,59.0,48,67,314,59
34,75,75,75,0,3200000.0,2002,423,79.0,67,68,345,62
34,79,79,79,0,5500000.0,1403,439,65.0,38,82,257,78
34,64,64,64,0,200000.0,1077,370,25.0,35,41,201,57
33,79,79,79,0,6000000.0,2065,428,76.0,84,68,380,76
31,62,62,62,0,275000.0,1573,328,62.0,66,76,331,60
33,70,70,70,0,800000.0,1767,375,78.0,71,74,329,66
32,75,79,75,0,5000000.0,2032,412,75.0,82,90,394,81
31,76,77,76,0,7000000.0,1909,395,80.0,51,67,325,70
29,74,74,74,0,2500000.0,1595,355,61.0,64,78,328,73
34,64,64,64,0,170000.0,1748,358,67.0,69,73,328,60
29,73,73,73,0,3900000.0,1758,359,74.0,61,40,290,70
33,77,77,77,0,4800000.0,1140,425,61.0,38,68,240,74
34,87,87,87,0,24500000.0,2252,463,92.0,84,58,371,88
32,75,75,75,0,4300000.0,1738,368,72.0,72,71,310,77
26,77,77,80,3,5500000.0,1932,414,61.0,82,80,394,78
34,68,68,68,0,325000.0,1743,353,74.0,66,85,372,70
32,69,69,69,0,800000.0,1921,396,58.0,63,67,343,65
33,63,63,63,0,170000.0,1606,345,69.0,68,78,315,62
34,70,70,70,0,675000.0,1767,355,70.0,67,78,353,69
35,72,72,72,0,1400000.0,1889,393,78.0,62,74,355,72
31,73,73,73,0,3000000.0,1780,373,69.0,71,68,330,68
34,68,69,68,0,450000.0,1818,380,68.0,32,71,301,69
34,73,73,73,0,0.0,1954,410,75.0,75,76,360,69
31,70,70,70,0,1600000.0,1743,365,68.0,70,58,307,69
33,62,62,62,0,140000.0,1414,295,62.0,34,78,273,61
31,75,75,75,0,6000000.0,1976,417,70.0,67,60,322,76
32,72,72,72,0,2000000.0,1758,373,58.0,74,72,343,70
34,72,72,72,0,1200000.0,1670,356,72.0,67,84,353,71
34,62,62,62,0,120000.0,1607,334,65.0,63,77,304,63
32,66,68,66,0,475000.0,1856,398,67.0,85,71,361,66
34,73,73,73,0,1800000.0,1139,402,26.0,32,57,220,67
36,64,64,64,0,150000.0,1654,335,70.0,52,61,279,61
32,68,68,68,0,575000.0,1735,364,64.0,70,82,335,60
35,79,79,79,0,5500000.0,1923,390,75.0,61,37,311,74
30,76,76,76,0,6500000.0,1941,405,73.0,75,74,341,74
32,68,68,68,0,575000.0,1652,357,61.0,67,80,307,63
33,82,82,82,0,13500000.0,2042,424,80.0,70,71,343,80
34,62,62,62,0,150000.0,1718,356,64.0,54,61,309,58
35,71,74,71,0,750000.0,1943,403,74.0,68,72,361,74
34,78,78,78,0,5500000.0,1913,403,86.0,73,76,371,74
31,73,73,73,0,3500000.0,1900,385,73.0,63,51,335,73
31,84,84,84,0,23500000.0,2192,460,92.0,83,84,392,82
21,55,56,64,9,200000.0,1400,287,61.0,38,64,280,51
33,74,74,74,0,2700000.0,1758,364,72.0,85,77,348,74
31,82,82,82,0,16000000.0,2023,429,83.0,77,76,373,85
31,81,81,81,0,13000000.0,1871,402,81.0,75,76,362,80
34,71,71,71,0,825000.0,1828,379,70.0,65,70,313,65
34,71,71,71,0,900000.0,1971,403,72.0,81,71,363,73
32,65,66,65,0,350000.0,1724,362,64.0,78,82,350,62
35,68,68,68,0,400000.0,1712,355,68.0,53,67,318,57
36,66,66,66,0,110000.0,1078,367,44.0,26,62,225,63
31,86,84,86,0,30000000.0,1803,405,82.0,69,91,335,82
32,65,65,65,0,425000.0,1602,345,64.0,65,66,325,59
31,77,76,77,0,6000000.0,1787,381,70.0,43,78,300,75
33,67,67,67,0,375000.0,1812,375,70.0,71,75,343,64
35,70,70,70,0,775000.0,1907,409,72.0,75,76,350,66
34,74,74,74,0,2800000.0,1948,421,76.0,69,75,362,71
34,70,70,70,0,925000.0,1675,350,77.0,52,75,342,70
34,72,72,72,0,1200000.0,1607,346,55.0,65,83,362,60
34,72,72,72,0,1600000.0,1822,382,68.0,66,68,329,63
33,64,65,64,0,220000.0,1549,318,61.0,65,79,320,66
34,75,75,75,0,3400000.0,2079,429,72.0,65,54,351,68
34,65,65,65,0,190000.0,1765,358,64.0,73,70,335,62
31,72,73,72,0,2700000.0,1978,411,69.0,65,64,362,72
33,72,72,72,0,1500000.0,1405,301,68.0,31,89,230,66
34,65,68,65,0,275000.0,1666,342,61.0,55,65,297,68
32,80,80,80,0,11000000.0,2072,419,73.0,74,69,366,76
34,80,80,80,0,5000000.0,2009,422,76.0,67,64,340,82
32,68,68,68,0,575000.0,1767,364,69.0,72,67,320,67
31,81,82,81,0,13500000.0,1884,388,78.0,67,83,369,83
30,63,63,63,0,350000.0,1801,379,62.0,79,70,331,61
31,71,71,71,0,1500000.0,1200,404,42.0,25,70,232,69
33,79,79,79,0,8000000.0,1875,397,70.0,59,68,361,81
30,81,81,81,0,11500000.0,2136,450,76.0,87,63,363,82
30,69,68,69,0,775000.0,1536,335,65.0,53,90,351,65
33,74,74,74,0,3000000.0,1321,412,60.0,40,76,252,72
31,72,73,72,0,1700000.0,1935,402,61.0,64,68,337,69
33,71,71,71,0,1500000.0,1901,391,75.0,75,75,380,70
29,61,61,61,0,210000.0,1663,347,62.0,62,57,287,60
31,86,86,86,0,28500000.0,1366,474,57.0,45,68,262,84
31,68,68,68,0,675000.0,1776,371,60.0,71,85,378,62
32,63,66,63,0,275000.0,1788,387,56.0,82,68,370,61
33,66,66,66,0,350000.0,1192,380,52.0,25,58,226,65
31,72,72,72,0,2700000.0,1898,404,68.0,74,71,351,70
32,74,74,74,0,3400000.0,1313,420,56.0,40,53,232,72
34,76,76,76,0,4100000.0,1876,385,74.0,69,70,363,79
32,73,73,73,0,2500000.0,1796,384,68.0,65,73,320,72
32,72,72,72,0,2000000.0,1793,389,63.0,75,84,348,65
31,66,66,66,0,550000.0,1815,364,62.0,56,56,311,65
28,68,67,68,0,875000.0,1697,348,70.0,76,68,351,66
31,73,74,73,0,2000000.0,2016,431,61.0,84,75,370,72
31,72,72,72,0,2700000.0,1906,397,73.0,72,72,348,72
32,64,64,64,0,350000.0,1797,367,72.0,80,69,345,60
32,74,74,74,0,4400000.0,1891,396,68.0,63,66,330,70
32,69,69,69,0,825000.0,1810,368,67.0,65,52,319,68
33,67,67,67,0,350000.0,1557,339,73.0,66,79,310,63
34,74,74,74,0,2200000.0,1839,379,70.0,70,87,354,73
31,70,69,70,0,1200000.0,1910,394,69.0,67,71,361,67
33,74,74,74,0,2700000.0,1532,335,68.0,43,81,292,64
32,84,84,84,0,19000000.0,1375,461,66.0,45,77,270,79
34,77,77,77,0,4300000.0,2049,410,81.0,65,71,364,69
32,71,71,71,0,1500000.0,1724,359,69.0,67,81,322,68
31,69,69,69,0,925000.0,1728,380,60.0,63,69,326,59
28,71,73,71,0,1600000.0,1943,396,56.0,48,59,334,70
33,71,70,71,0,1100000.0,1642,354,69.0,65,73,322,70
31,73,73,73,0,3000000.0,1783,381,70.0,79,79,348,66
31,79,78,79,0,11000000.0,2018,412,71.0,61,66,332,77
33,80,80,80,0,8000000.0,1316,449,63.0,32,77,251,76
32,72,72,72,0,2400000.0,1806,374,71.0,34,56,294,70
32,79,79,79,0,10000000.0,1900,374,85.0,60,34,298,81
32,75,75,75,0,5000000.0,1873,391,74.0,56,63,340,72
30,75,75,75,0,6500000.0,1708,373,74.0,64,92,377,70
33,72,71,72,0,1300000.0,1748,364,69.0,56,75,331,64
32,73,73,73,0,3100000.0,1933,405,71.0,53,71,343,66
32,70,70,70,0,1100000.0,1886,408,74.0,77,74,357,70
33,75,75,75,0,3900000.0,2027,411,76.0,77,70,365,71
33,71,71,71,0,1100000.0,1735,364,70.0,71,72,316,69
34,67,67,67,0,275000.0,1624,345,69.0,66,72,315,61
37,65,65,65,0,50000.0,1094,362,54.0,31,64,229,62
31,78,78,78,0,8000000.0,2015,419,75.0,77,78,376,78
32,77,77,77,0,7000000.0,1856,379,79.0,65,57,347,80
31,69,69,69,0,900000.0,1830,391,59.0,71,73,339,65
34,78,78,78,0,4000000.0,1999,405,73.0,73,90,395,75
31,70,71,70,0,1200000.0,1873,395,76.0,61,68,332,66
33,75,76,75,0,3900000.0,1982,412,61.0,90,56,346,70
34,76,76,76,0,2900000.0,1933,424,71.0,91,89,409,68
36,68,68,68,0,325000.0,1662,336,80.0,47,76,351,67
32,69,69,69,0,650000.0,1193,404,56.0,38,70,255,64
33,69,72,69,0,625000.0,1847,388,74.0,63,60,302,72
31,70,70,70,0,1500000.0,1948,407,77.0,74,70,346,71
32,67,67,67,0,475000.0,1824,381,67.0,73,75,337,68
33,71,72,71,0,1100000.0,1633,358,61.0,84,67,287,75
33,79,80,79,0,8000000.0,1972,416,78.0,81,65,351,78
32,75,75,75,0,4100000.0,2063,436,78.0,88,68,384,73
31,73,73,73,0,3500000.0,1957,417,71.0,68,70,362,67
36,80,80,80,0,3000000.0,1983,416,81.0,78,85,381,76
31,71,71,71,0,2100000.0,1828,381,73.0,31,70,311,62
32,77,77,77,0,6500000.0,2127,436,79.0,93,73,387,75
32,76,76,76,0,6000000.0,1949,414,72.0,73,80,379,74
34,67,67,67,0,275000.0,1820,368,70.0,33,73,306,62
36,71,71,71,0,475000.0,1689,357,71.0,59,72,320,69
33,66,66,66,0,400000.0,1755,382,59.0,64,77,349,54
33,79,79,79,0,5500000.0,2117,440,72.0,77,65,373,75
36,72,72,72,0,975000.0,1883,389,77.0,49,60,306,65
32,67,68,67,0,575000.0,1829,387,70.0,83,64,344,71
32,69,69,69,0,825000.0,1963,404,67.0,79,64,364,63
33,70,70,70,0,1100000.0,1521,326,74.0,56,80,366,72
33,79,79,79,0,8000000.0,1879,378,79.0,54,88,374,81
32,69,69,69,0,800000.0,1880,390,72.0,76,66,341,65
32,83,85,83,0,20000000.0,2270,478,84.0,89,75,413,85
31,67,69,67,0,675000.0,1673,363,75.0,89,65,338,70
33,72,72,72,0,2000000.0,1739,358,75.0,48,76,342,62
32,83,83,83,0,19500000.0,2161,449,80.0,69,67,349,81
33,69,69,69,0,475000.0,1832,380,55.0,85,48,346,63
32,72,72,72,0,1900000.0,1073,397,32.0,31,41,205,62
31,74,74,74,0,4100000.0,1880,395,66.0,73,77,311,72
39,72,72,72,0,325000.0,1231,387,47.0,31,69,237,67
33,64,64,64,0,210000.0,1550,306,67.0,55,75,291,61
31,68,68,68,0,675000.0,1399,291,60.0,66,81,292,64
31,63,64,63,0,275000.0,1785,376,58.0,62,61,320,61
31,86,86,86,0,33000000.0,2040,431,89.0,65,86,341,87
32,74,74,74,0,3600000.0,1773,379,68.0,72,87,327,68
32,71,71,71,0,1800000.0,2020,419,67.0,81,71,364,78
33,66,66,66,0,400000.0,1670,339,64.0,49,44,286,60
32,74,74,74,0,3700000.0,1917,387,71.0,83,68,344,71
30,70,72,70,0,1700000.0,1909,402,71.0,59,62,351,66
31,82,82,82,0,14000000.0,1361,461,64.0,41,73,258,79
33,63,63,63,0,200000.0,977,337,62.0,29,24,153,60
32,66,66,66,0,0.0,1137,383,64.0,35,69,229,63
32,75,75,75,0,5500000.0,1900,392,69.0,75,77,388,74
33,76,76,76,0,4800000.0,1876,390,78.0,60,72,370,77
33,71,71,71,0,1200000.0,1852,381,74.0,72,82,358,71
29,63,63,63,0,350000.0,1770,360,66.0,66,70,344,60
33,67,67,67,0,450000.0,1809,378,69.0,55,72,333,69
31,75,75,75,0,6000000.0,1812,367,74.0,63,32,294,66
32,70,70,70,0,1100000.0,1257,397,57.0,31,67,235,70
37,64,64,64,0,160000.0,1542,316,65.0,31,94,294,65
30,73,73,73,0,3900000.0,1825,387,74.0,78,78,376,75
31,76,77,76,0,7000000.0,1873,392,70.0,53,59,309,75
30,68,69,68,0,875000.0,1778,370,60.0,65,67,338,64
33,66,67,66,0,400000.0,1817,369,63.0,48,51,318,61
32,72,72,72,0,2500000.0,1706,356,78.0,53,76,338,70
34,64,64,64,0,230000.0,1750,364,68.0,60,74,331,63
35,75,75,75,0,2900000.0,1957,402,78.0,77,53,338,68
34,67,67,67,0,375000.0,1856,384,67.0,70,63,324,65
31,77,78,77,0,7500000.0,1988,429,87.0,78,67,326,80
30,71,71,71,0,2200000.0,1880,398,69.0,67,81,360,67
33,71,71,71,0,1400000.0,1974,419,72.0,78,72,355,74
31,80,80,80,0,11000000.0,1839,391,69.0,65,77,334,75
31,70,70,70,0,1300000.0,1826,386,63.0,82,63,324,66
38,65,64,65,0,90000.0,1100,372,29.0,33,45,184,65
33,66,66,66,0,350000.0,1136,386,49.0,44,84,249,61
31,71,70,71,0,1600000.0,1889,395,63.0,53,83,345,63
33,72,72,72,0,1400000.0,1933,416,68.0,84,62,340,62
35,69,69,69,0,450000.0,1798,381,75.0,79,77,355,70
31,72,72,72,0,2200000.0,1986,412,70.0,75,74,375,74
35,67,68,67,0,220000.0,1809,381,63.0,62,70,346,63
27,68,70,70,2,1100000.0,1738,372,61.0,61,60,323,66
